hour	min	sec	msec	pressure altitude	calibrated airspeed	mach	angle of attack	roll angle	sideslip angle	left flaperon position	right flaperon position	left horizontal tail position	right horizontal tail position	left rudder position	right rudder position	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	sensor 6	sensor 7	sensor 8	sensor 9	sensor 10	sensor 11	sensor 12	sensor 13	sensor 14	sensor 15	sensor 16	sensor 17	sensor 18	sensor 19	sensor 20	sensor 21	sensor 22	sensor 23	sensor 24	sensor 25	sensor 26	sensor 27	sensor 28
16	58	29	290	1153.7960671962496	992	0.804179013283892	6	1	9	-10	9	-3	6	-8	0	-0.10712	-0.13158	-0.12309	-0.17325	0.02837	-0.67275	-0.17528	-0.22538	-0.06606	0.93225	-0.06396	0.22672	-0.91498	0.80508	-0.89719	0.47429	-0.21292	-1.07774	-1.20412	-0.56616	-0.29677	0.36807	0.01241	-0.39661	0.02357	-0.28283	-1.05743	0.60738
16	58	29	292	1155.0983200937621	931	0.8985766287531236	-6	-6	2	1	5	4	-5	-3	2	-0.18824	-0.10526	-0.12106	-0.24721	-0.00304	-0.7538	0.62513	-0.25076	-0.1189	0.93124	-0.06599	0.25506	0.24291	0.84975	-0.9814	0.45185	-0.1554	-0.38038	-1.22541	-0.60524	-0.34878	0.57596	-0.29653	0.25424	0.3266	-0.53872	-0.09428	0.62081
16	58	29	294	1156.4005729912749	909	0.7401758728269394	-7	7	-1	-6	4	-6	5	4	9	-0.25449	-0.09919	-0.0824	-0.23911	-0.00304	-0.72948	0.8308	-0.27919	-0.12805	0.93124	-0.06091	0.08502	1.40101	0.05584	-1.04951	0.38147	-0.1332	0.14463	-1.65422	-0.43389	-0.30493	-0.14411	-0.47146	0.1322	1.09396	-0.50505	0.98653	-0.47315
16	58	29	296	1157.7028258887876	938	0.8944819413435197	0	-5	6	-5	-2	7	3	-6	-4	-0.30155	-0.16093	-0.03357	-0.20567	-0.11246	-0.28977	-0.09625	-0.30355	-0.13923	0.93023	-0.09239	-0.03052	1.53131	-0.77563	-1.11391	0.36821	-0.14027	0.64633	-1.65929	-0.28358	-0.30187	-0.30497	-0.45658	-0.01695	0.62963	-0.19529	0.93939	-1.16835
16	58	29	298	1159.0050787863004	917	0.8094535616228791	-8	2	5	-8	9	2	-6	-6	2	-0.32817	-0.19636	-0.03052	-0.15502	-0.19757	1.03131	-0.78926	-0.32487	-0.19309	0.92922	-0.13299	0.03138	0.38057	-0.32893	-1.1783	0.41207	-0.19779	0.88136	-1.17269	-0.31865	-0.35082	0.43964	-0.2804	0.25763	-0.53199	-0.22896	0.17845	-0.72819
16	58	29	300	1160.3073316838131	1002	0.8920867402204923	-9	-2	7	-3	-7	1	4	-3	-1	-0.33622	-0.19231	-0.03357	-0.16717	-0.1155	1.70707	-0.53293	-0.30863	-0.18293	0.92821	-0.13807	0.09717	-0.54656	0.32183	-1.24022	0.38453	-0.24017	0.51073	-0.93954	-0.45092	-0.28453	0.32036	-0.04342	0.57966	-0.46465	-0.60606	-0.3367	-0.22148
16	58	29	302	1161.6095845813256	1012	0.8723365252261789	7	-2	-6	1	4	-10	-4	5	-4	-0.32693	-0.17713	-0.0529	-0.24316	-0.01418	-0.10537	-0.03445	-0.23655	-0.09451	0.9272	-0.14619	0.06579	-0.53846	-0.00203	-1.29347	0.33557	-0.19072	-0.6883	-0.95373	-0.46695	-0.12748	-0.79427	0.13151	0.47797	0.24242	-0.74747	-0.23569	-0.25168
16	58	29	303	1162.9118374788384	1059	0.7671328499289582	4	-1	-8	1	6	-4	3	7	7	-0.30526	-0.14069	-0.09054	-0.24316	-0.06079	-1.95253	-0.37183	-0.17462	-0.07317	0.92821	-0.17259	0.09514	-0.10324	-0.0264	-1.33929	0.38657	-0.16953	-1.39178	-0.63565	-0.28157	-0.12748	-1.29423	0.15385	-0.29831	-0.3266	-0.59933	0.11448	0.34228
16	58	29	305	1164.2140903763511	1093	0.7232637151653152	4	4	-10	3	-3	1	-6	-5	6	-0.27988	-0.17713	-0.05086	-0.18845	-0.11854	-1.25556	-0.92503	-0.20102	-0.13211	0.92922	-0.17665	0.20142	0.23887	0.17259	-1.38635	0.40799	-0.20687	-1.76621	-0.24922	-0.07816	-0.17337	-1.32135	0.0062	-0.83729	-1.12416	-0.27273	0.3569	1.40067
16	58	29	307	1165.5163432738639	1076	0.8691649545197577	0	-2	3	3	-6	5	4	-10	-9	-0.26378	-0.24798	0.02645	-0.20871	-0.06282	0.14387	-0.4458	-0.27411	-0.16159	0.92922	-0.1401	0.17004	0.09312	-0.33299	-1.4402	0.30497	-0.17659	-3.02192	-0.37635	0.05249	-0.00102	-1.64336	-0.24814	-0.36271	-0.65657	0.15488	0.45118	0.89597
16	58	29	309	1166.8185961713766	906	0.8739000325401851	2	4	-10	-3	9	-9	2	4	2	-0.26935	-0.20243	0.059	-0.26444	-0.05775	0.6231	0.16211	-0.27208	-0.12703	0.92821	-0.09746	0.0668	-0.41093	-0.74721	-1.49149	0.25601	-0.0999	-3.76109	-0.52668	0.20068	0.13396	-1.63319	-0.4938	0.35932	-0.23906	0.24242	0.19865	-0.91275
16	58	29	311	1168.1208490688891	971	0.7824127463651552	3	-8	-2	5	-6	-1	-9	6	-1	-0.30093	-0.10526	0.06714	-0.25025	-0.10841	0.69909	0.03951	-0.24365	-0.09045	0.92821	-0.09543	0.09818	-0.49494	-0.67919	-1.50447	0.24989	-0.05752	-3.09954	0.03041	0.27066	-0.0102	-0.98865	-0.62407	0.64068	-0.6532	-0.01684	-0.35354	-1.84175
16	58	29	313	1169.4231019664019	918	0.7743337617238776	3	3	5	0	-8	8	1	8	-8	-0.34799	-0.06377	0.059	-0.20466	-0.03141	0.01418	0.15502	-0.25482	-0.09045	0.92821	-0.13198	0.18219	0.07996	-0.37868	-1.43093	0.1173	-0.07064	-1.8895	0.63967	0.1379	-0.13054	-0.67362	-0.58437	0.59661	-0.54209	-0.07744	-0.43771	-1.49158
16	58	29	315	1170.7253548639146	1062	0.7036565226008283	-4	-5	6	-10	-9	-4	-8	-6	-10	-0.38824	-0.0253	0.04578	-0.15096	0.07396	-0.81054	0.36373	-0.20508	-0.04776	0.92821	-0.15838	0.19231	0.28239	0.3797	-1.23775	-0.00995	-0.04642	-1.01887	0.48659	0.08233	0.05942	-1.65013	-0.39206	0.48475	0.24242	0.16498	0.10774	-1.02694
16	58	29	317	1172.0276077614274	1030	0.7389713955708933	7	0	-9	-3	5	7	-1	-10	9	-0.40248	0.01923	0.02136	-0.09119	0.02837	-0.44276	-0.28369	-0.11777	0.03963	0.92518	-0.15431	0.17915	-0.46154	0.75025	-0.94301	0.00204	0.10423	-0.83774	0.29804	0.30359	0.29712	-2.71784	-0.13772	0.44407	0.55556	0.13468	0.42424	-0.10403
16	58	29	319	1173.32986065894	1009	0.8313302395737652	3	5	-3	-2	1	-3	-8	1	-6	-0.387	0.00911	-0.0234	-0.03141	-0.01418	0.44276	-0.45795	-0.08122	0.03252	0.92518	-0.12183	0.16802	-0.55466	0.13299	-0.60802	-0.07759	0.25752	-0.32151	0.86167	0.47751	0.28504	-1.87384	0.05831	0.40678	0.3165	-0.2862	0.15152	1.48822
16	58	29	322	1174.6321135564526	909	0.8215656380412746	4	-6	-5	4	0	-10	1	9	9	-0.35666	-0.05364	-0.00916	0.01013	0.03242	0.20365	0.1844	-0.08122	-0.05081	0.92518	-0.06599	0.13765	0.45344	-0.43249	-0.30648	-0.33524	0.31577	0.61469	1.55912	0.30668	0.18331	-0.42227	0.08933	0.31186	0.26599	-0.40404	-0.07071	1.49832
16	58	29	324	1175.9343664539654	1086	0.8336050910681283	-5	-3	-10	-7	3	-5	5	9	-8	-0.33498	-0.08806	0.05086	0.02533	0.03647	-0.72543	0.04053	-0.07005	-0.05996	0.92619	-0.05888	0.08704	0.47368	-0.60914	-0.08852	-0.43272	0.3454	0.68249	1.5733	0.14202	0.25381	0.49758	-0.08065	0.15593	0.27946	-0.07744	0.08418	-0.21812
16	58	29	326	1177.236619351478	1042	0.7986263260310231	-6	1	-8	-9	0	8	-2	-2	-1	-0.33684	-0.05466	0.05799	0.0233	0.02837	-0.25633	-0.51976	0.01218	-0.00305	0.9272	-0.10863	0.0587	-0.5081	-0.77157	0.04027	-0.26262	0.33007	0.64633	1.24993	0.29227	0.3636	2.03276	-0.40323	-0.16949	-0.24579	0.09764	0.06734	-0.79866
16	58	29	328	1178.5388722489909	1093	0.8180203069980192	-3	-8	9	4	-6	-6	-1	1	-3	-0.36099	-0.01822	0.00509	-0.01216	0.12361	0.88146	-0.09726	0.03249	0.04675	0.92518	-0.0934	0.06275	-0.25304	-0.72589	0.11024	-0.19696	0.32088	1.33785	1.15971	0.57837	0.33036	3.97007	-0.77295	-0.64068	-0.54882	0.0101	-0.18855	-0.08054
16	58	29	330	1179.8411251465036	1046	0.7573575618078571	6	5	-6	5	-7	0	3	3	3	-0.38514	0.02429	-0.01221	-0.04255	0.21074	0.56434	0.41337	-0.03655	0.05183	0.92417	-0.00102	0.0334	0.64372	-0.01523	0.16783	-0.33921	0.39139	1.97585	1.14755	0.64629	0.33338	4.58358	-1.05693	-0.98983	-0.3266	0.20202	-0.0101	0.02685
16	58	29	332	1181.1433780440161	999	0.8681547258542684	-10	-10	-10	1	-5	8	1	0	4	-0.37957	0.09919	0.03866	0.02432	0.08916	0.08409	0.28267	0.00914	0.0498	0.92417	0.02944	-0.00407	0.0496	0.58985	0.25761	-0.31634	0.4527	2.16151	1.26007	0.45487	0.49151	3.86838	-1.15223	-0.65763	-0.10774	0.60269	0.38047	0.23826
16	58	29	334	1182.4456309415289	967	0.7065860125798676	4	-9	5	0	-3	3	-7	7	8	-0.32384	0.12854	0.07528	0.19757	-0.0618	1.03434	0.5157	0.09645	0.09756	0.92315	0.04467	0.03138	-0.90385	0.23147	0.40498	-0.19597	0.41796	2.1117	1.95932	0.38181	0.53683	3.43791	-1.0198	0.37966	0.34007	0.41414	0.07407	1.64646
16	58	29	336	1183.7478838390416	1051	0.855270008193396	-10	1	-2	6	0	-4	6	-3	5	-0.21734	0.11943	0.02848	0.27254	0.0537	1.02121	0.60284	0.07614	0.125	0.92315	0.13401	0.06073	0.05769	-0.20914	0.61048	-0.34916	0.32496	2.07094	2.64017	0.50324	0.33942	2.81423	-0.70968	1.12458	0.89562	-0.0101	-0.47811	2.03722
16	58	29	336	1185.0501367365544	932	0.7877408819380431	-4	-4	-3	6	-7	-4	0	-5	6	-0.08607	0.15182	-0.01119	0.21074	0.18237	-1.05051	-0.01621	0.06904	0.08232	0.92315	0.20406	0.00304	1.46667	0.29442	0.8509	-0.60355	0.29431	1.8717	2.23085	0.59483	0.21353	0.83498	-0.33251	0.75593	0.76431	0.21212	-0.22896	0.29866
16	58	29	338	1186.352389634067	971	0.8027565862629914	-9	1	-10	1	-4	0	0	7	8	0.03406	0.23178	0.03561	0.22391	0.0537	-1.77778	-0.45187	0.11066	0.08333	0.92214	0.20508	-0.03052	0.47874	0.64467	1.0975	-0.63202	0.36686	1.45085	1.33407	0.59483	0.34446	-1.11265	-0.01737	-0.14576	0.19529	0.75084	0.39394	-0.77517
16	58	29	341	1187.6546425315796	964	0.733629092984314	8	-3	7	4	5	6	5	7	8	0.11517	0.27227	0.09664	0.28875	-0.01418	-0.15096	0.08916	0.15635	0.13923	0.92315	0.17259	0.02429	-1.53535	0.03959	1.32495	-0.50037	0.35766	1.54124	1.29859	0.62365	0.45727	-0.3787	0.15261	-0.51186	0.22896	0.94276	0.44781	-0.24161
16	58	29	343	1188.9568954290924	1067	0.7077218257678327	3	-9	9	3	6	-9	0	9	2	0.15108	0.25607	0.10376	0.20162	0.09119	0.81662	0.85005	0.22335	0.15142	0.92619	0.14822	0.04656	-0.93522	0.33096	1.51778	-0.33524	0.29226	1.53672	1.92589	0.64217	0.41295	1.54681	0.16129	-0.30508	0.60606	0.94276	0.16835	-0.48993
16	58	29	345	1190.259148326605	906	0.8731939892003334	8	-2	6	-9	5	2	-1	-4	-6	0.15851	0.27126	0.0763	0.08409	0.04053	-0.0385	0.49544	0.29137	0.12398	0.93225	0.15635	-0.02848	1.13232	1.51212	1.666	-0.27555	0.36891	0.51977	2.0039	0.58969	0.38475	0.98834	0.05335	-0.0339	0.29966	0.91919	0.23232	-1.20875
16	58	29	347	1191.5614012241178	1089	0.8646885181840717	-3	-6	0	1	2	4	-3	9	-5	0.16099	0.30162	0.09969	0.1459	-0.12665	-0.59271	0.00709	0.3269	0.1128	0.93933	0.17462	-0.08748	1.2202	0.98274	1.75486	-0.36309	0.46088	-0.54792	1.44761	0.6185	0.37165	-1.20984	-0.08933	-0.07458	-0.28956	0.83165	0.27946	-0.04698
16	58	29	349	1192.8636541216304	1084	0.7237032844110357	-10	-9	2	8	-4	2	2	-9	-6	0.17895	0.26518	0.15259	0.24721	-0.07092	-0.12867	0.3465	0.33503	0.12703	0.94135	0.19594	-0.06917	0.39069	-0.88832	1.77351	-0.40487	0.38117	-0.64302	1.09787	0.69672	0.31626	-1.2739	-0.17742	-0.17288	-0.02357	0.77104	-0.17172	1.29293
16	58	29	351	1194.165907019143	1041	0.7314191789831689	6	-10	-7	-9	9	-9	8	9	5	0.21981	0.24291	0.07833	0.21884	0.12766	0.36778	0.13982	0.3401	0.14329	0.94135	0.23249	-0.0712	0.46457	-1.13636	1.7269	-0.33524	0.27898	-0.11321	0.82619	0.53206	0.33842	1.3939	-0.15012	0.33898	0.76094	0.63636	-0.19529	0.33893
16	58	29	353	1195.4681599166558	910	0.810115784346546	-1	-6	1	3	6	3	-3	9	-1	0.28173	0.27024	-0.04476	0.1307	0.19048	1.00707	-0.85106	0.34213	0.16565	0.94135	0.23249	-0.10477	0.33097	-0.13198	1.63803	-0.21686	0.27693	0.88136	0.25546	0.20994	0.38878	3.38368	0.01737	1.10438	1.10403	0.11111	0.57912	-0.93624
16	58	29	355	1196.7704128141686	945	0.8807804205953175	9	-5	2	-2	2	0	7	9	6	0.3548	0.26113	-0.03764	0.13171	0.18845	1.55152	-0.78116	0.33299	0.23984	0.94237	0.1797	-0.07527	-0.53745	-0.13096	1.53508	-0.10743	0.29328	1.95774	0.07096	0.14922	0.26791	2.94981	0.29156	0.99661	0.83165	-0.26263	0.72054	0.0
16	58	29	357	1198.0726657116813	1057	0.8979303778310499	-8	-5	3	1	-4	-6	4	8	-9	0.43034	0.25	0.00102	0.21986	0.21175	0.41439	-0.10132	0.34518	0.31199	0.94135	0.17259	0.02328	-0.63057	-0.26294	1.43434	-0.10445	0.18394	2.64151	0.45618	0.20068	0.01309	1.97578	0.60422	-0.14576	0.07071	0.07407	0.06734	1.25589
16	58	29	358	1199.3749186091939	911	0.7092334018780898	-6	-6	6	5	7	-5	6	-6	-1	0.49907	0.22571	-0.00102	0.25127	0.11348	-1.41414	-0.12057	0.34822	0.30996	0.93933	0.23046	0.10425	0.60526	0.75533	1.32927	-0.02785	0.03372	2.45585	0.36292	0.05557	-0.08771	2.1467	0.866	-0.84068	-0.23232	0.43098	-0.20202	0.81544
16	58	29	360	1200.6771715067066	914	0.8829806004207597	-4	-2	5	2	-4	-4	7	-6	-1	0.55356	0.14575	0.03662	0.22796	-0.00709	-1.45152	0.28267	0.34721	0.28049	0.93933	0.22234	0.11235	1.08081	1.45859	1.19577	0.19073	0.03679	1.34237	-0.46513	-0.02605	0.03424	2.39805	1.01238	-0.08475	0.70034	0.27946	-0.08754	0.91946
16	58	29	362	1201.9794244042193	983	0.8804599005687466	-7	-7	-7	9	-6	-8	-6	7	5	0.58762	0.09717	0.1058	0.20263	0.11044	0.36981	1.16566	0.34518	0.2937	0.93933	0.1269	0.06174	-0.29555	0.64975	1.00603	0.25703	0.04803	0.77288	-1.03685	0.00617	0.08964	1.78141	1.01485	0.86441	1.3557	0.08081	-0.06734	2.15227
16	58	29	364	1203.281677301732	982	0.8292915127671987	-9	-7	2	2	1	-6	6	9	1	0.5969	0.09919	0.13123	0.14995	0.25025	1.59495	1.01919	0.36853	0.30285	0.93832	0.08832	0.00607	-1.17879	-0.32893	0.74769	0.19889	-0.10091	1.08475	-0.93244	-0.16634	-0.05303	0.59982	0.88958	0.34915	0.3569	0.48485	-0.12458	1.55219
16	58	29	366	1204.5839301992448	916	0.789224632573304	-2	-4	-3	-2	-10	1	8	-3	-3	0.57585	0.08097	0.08545	0.14792	0.13171	1.25253	0.37791	0.40711	0.23476	0.9363	0.13401	-0.01221	-0.40789	-0.35127	0.43594	0.29681	-0.23714	0.58757	-0.74159	-0.37076	-0.21416	-0.496	0.69479	-0.88814	-0.66667	0.91582	-0.20875	-0.68792
16	58	29	368	1205.8861830967573	933	0.8817554371314719	-3	-9	5	6	-9	-5	4	-5	-9	0.52136	0.04251	0.04781	0.23404	-0.01216	0.39716	0.5542	0.35533	0.15447	0.93529	0.15838	-0.01526	0.43725	-0.33198	0.11148	0.46511	-0.22705	-0.84226	-0.87276	-0.26654	-0.29779	-1.02886	0.51861	-0.98305	0.18519	0.45791	-0.27273	-1.26263
16	58	29	370	1207.18843599427	994	0.8126000941694248	8	-4	6	-9	-8	3	-1	5	-5	0.43344	0.02227	0.05799	0.22087	0.07092	-0.5694	0.79737	0.30457	0.14736	0.93529	0.14416	-0.01729	0.47773	-0.70964	-0.17645	0.44573	-0.16247	-1.44658	-1.07842	-0.21544	-0.30901	-0.92497	0.45037	0.00678	1.65436	-0.17845	-0.14141	-0.16443
16	58	29	372	1208.4906888917828	1065	0.8901322664522432	2	9	1	-4	6	7	-4	-7	-2	0.32136	0.02227	0.03052	0.08409	0.18338	-1.23636	0.27254	0.36853	0.14329	0.93428	0.15127	-0.00814	0.60931	-0.43452	-0.38945	0.32945	-0.15238	-0.84226	-1.27711	-0.54311	-0.28861	-0.60324	0.52357	0.75254	1.50671	-0.03704	0.2963	0.06711
16	58	29	375	1209.7929417892956	905	0.8388590047697584	2	-10	3	-8	-7	7	4	8	8	0.19628	-0.00709	0.01221	0.01722	0.15805	-0.39818	-0.16413	0.38782	0.08435	0.93327	0.16853	0.02733	0.92713	0.47817	-0.51886	0.42125	-0.20788	-0.61132	-1.55589	-0.71045	-0.27841	-0.77751	0.68983	0.84068	0.32323	0.19529	0.74074	0.06711
16	58	29	377	1211.0951946868083	1055	0.8727581829809151	-6	-8	1	0	4	-7	3	4	6	0.07121	-0.05364	0.05799	0.01621	0.12361	0.87133	0.06991	0.27107	0.04675	0.93124	0.12386	0.05668	0.14372	0.40609	-0.59193	0.5467	-0.25127	-1.88493	-1.78094	-0.41284	-0.2468	-2.12128	0.83375	0.39661	0.07071	-0.0202	0.39394	1.34343
16	58	29	377	1212.3974475843208	998	0.8093446684831404	-2	1	5	9	-3	3	5	-5	6	-0.03901	-0.01012	0.0529	-0.03951	0.10334	0.56738	-0.09422	0.14213	0.06199	0.93124	0.05381	0.02834	-1.18586	-0.10152	-0.6718	0.40289	-0.27751	-3.05388	-1.81033	-0.13628	-0.28147	-3.16865	0.84491	-0.38983	0.61616	-0.0303	-0.23232	1.41414
16	58	29	379	1213.6997004818336	1044	0.8294137578099143	-5	7	8	3	-6	-9	-10	3	-2	-0.11765	0.06781	0.0295	-0.10942	0.01013	-0.54306	-0.86424	0.04569	0.08333	0.93023	0.07817	0.00304	-1.02323	0.4264	-0.81298	0.31109	-0.3098	-2.39178	-1.62888	-0.2435	-0.43445	-2.75513	0.67246	-0.95593	0.43434	0.43098	-0.0303	-0.59732
16	58	29	381	1215.0019533793463	1089	0.8586839296178351	5	-8	5	-2	-9	9	-8	-4	-2	-0.15294	0.04049	0.0824	-0.14184	-0.01925	-0.03951	-0.44276	-0.02944	0.0752	0.93023	0.12487	0.05668	0.54352	0.7665	-1.0266	0.51203	-0.2987	-1.55616	-1.56602	-0.56115	-0.51807	-1.45015	0.35732	-0.57966	-0.39057	0.73064	0.12121	-1.53199
16	58	29	383	1216.304206276859	936	0.7123603131124369	6	5	-5	-3	-3	1	0	9	-2	-0.14551	-0.00405	0.09156	-0.18136	0.06788	1.12424	0.61702	-0.06599	0.03963	0.93124	0.08629	0.08907	1.50505	0.2934	-1.26994	0.56914	-0.31484	-1.91233	-1.89549	-0.80464	-0.41711	-0.23124	0.00124	0.58644	-0.49158	0.40067	-0.43434	-0.42617
16	58	29	385	1217.6064591743718	1059	0.7996687880151403	9	8	8	9	-4	9	5	-3	7	-0.10836	0.00911	0.02645	-0.17933	0.04053	0.48227	-0.07497	-0.0934	0.02134	0.93225	0.04365	0.02328	0.97571	0.21117	-1.47975	0.50081	-0.35016	-2.29589	-2.1692	-0.77458	-0.28045	-0.07373	-0.28288	1.02694	-0.13468	-0.04377	-0.44108	0.19128
16	58	29	387	1218.9087120718843	998	0.7651975445520963	7	0	-10	-1	3	2	-10	-9	-7	-0.06935	-0.0253	0.02645	-0.07497	-0.1074	-0.71327	-1.16162	-0.12081	0.00508	0.93529	0.02944	-0.04883	-0.26822	0.34416	-1.61943	0.58648	-0.3098	-1.69315	-2.00193	-0.44992	-0.26618	-0.75405	-0.41439	0.13559	-0.7138	-0.16498	0.28283	-0.44966
16	58	29	389	1220.210964969397	1007	0.748026007216414	7	4	4	5	-6	-3	-6	9	-3	-0.05201	-0.09818	0.08138	-0.00101	-0.10537	-0.08308	-0.33232	-0.16142	-0.05285	0.9363	-0.02437	-0.04476	-1.34848	0.04061	-1.6973	0.60586	-0.21494	-0.38038	-1.6603	-0.15532	-0.31921	-1.19643	-0.38586	-0.48814	-1.26846	-0.3266	0.50842	-0.22483
16	58	29	391	1221.5132178669098	979	0.7999068773762047	9	3	-1	5	-2	9	-8	9	7	-0.06749	-0.10121	0.08138	-0.09321	0.05471	0.33637	0.63222	-0.2	-0.10569	0.93731	-0.09239	-0.00407	-1.35859	-0.38883	-1.74366	0.48449	-0.13421	0.27571	-1.48695	-0.17536	-0.23558	-0.84454	-0.2531	0.17288	-0.30303	-0.73401	0.31987	0.94966
16	58	29	394	1222.8154707644226	1062	0.7764231786176449	-1	4	-5	-8	-4	-7	-1	-3	5	-0.10774	-0.05263	0.04171	-0.21074	0.0922	-1.12727	0.00912	-0.21523	-0.12602	0.93832	-0.09239	0.01518	0.06579	-0.5736	-1.7758	0.46409	-0.10999	0.0904	-1.44133	-0.33669	-0.08363	0.35103	-0.11166	0.80678	0.7037	-1.06757	0.44781	0.86577
16	58	29	396	1224.117723661935	965	0.7627004628424644	6	2	5	-9	0	-5	1	-7	6	-0.15294	-0.01316	0.06816	-0.14792	-0.03445	-1.45556	-0.52685	-0.21624	-0.12805	0.93832	-0.05787	0.04858	1.2798	-0.40203	-1.78445	0.42737	-0.21898	0.03164	-1.26799	-0.40282	-0.12748	0.90996	-0.05087	0.27458	0.07407	-0.87542	0.46128	-0.32886
16	58	29	398	1225.4199765594478	1093	0.8255294942139741	0	5	7	9	0	-5	-2	2	-7	-0.18204	-0.03036	0.12411	-0.02533	-0.05775	0.38399	-0.00203	-0.23655	-0.0874	0.93529	-0.06193	0.16296	1.06263	-0.0467	-1.74613	0.23561	-0.3098	0.18531	-0.8213	-0.41284	-0.30799	-0.58314	-0.12531	-0.28475	-0.68687	-0.44108	-0.18182	-0.55705
16	58	29	400	1226.7222294569606	1059	0.8489494854325471	6	-5	-7	0	3	3	-10	-10	4	-0.18576	-0.07692	0.10478	-0.05268	0.07396	1.23232	0.34043	-0.31574	-0.02439	0.93529	-0.12589	0.25607	0.14474	0.20102	-1.65219	0.15912	-0.20283	-0.00906	-0.43386	-0.32767	-0.3804	-2.15857	-0.33623	-0.00678	0.21549	-0.20539	-0.47811	0.20805
16	58	29	402	1228.0244823544733	1036	0.8693204203427016	6	-4	9	6	9	6	1	-4	3	-0.17152	-0.09109	0.0763	-0.1003	0.11145	0.56636	0.12158	-0.3533	0.00813	0.93529	-0.21218	0.19939	-0.62449	0.31574	-1.5224	0.29477	-0.02523	-0.42566	-0.27747	-0.21544	-0.28045	-2.3111	-0.634	0.3322	1.13087	0.06397	0.15488	0.51007
16	58	29	404	1229.326735251986	1077	0.8268235321559673	4	9	5	7	-9	5	-7	8	-4	-0.16099	-0.0587	0.09359	-0.0233	0.03951	-0.08308	-0.11854	-0.28426	-0.01321	0.93428	-0.26294	0.07389	-0.62955	0.00711	-1.39069	0.26825	0.0562	-1.2	-0.00202	-0.20041	-0.09586	-1.81961	-0.93672	0.23729	0.13805	0.33333	0.34343	0.0906
16	58	29	406	1230.6289881494986	1031	0.7353643066452482	5	-4	7	5	-10	1	-6	7	-1	-0.17461	0.00101	0.06511	0.04255	0.07092	-0.74063	-0.13982	-0.19289	-0.07724	0.93327	-0.25888	-0.02136	0.04049	-0.66904	-1.27366	-0.04675	0.05314	-1.97169	0.44199	-0.09519	0.06446	-1.22995	-1.15223	-0.30847	-1.09396	0.19192	-0.31313	-0.29195
16	58	29	408	1231.9312410470113	997	0.7644871298193578	3	-10	-4	9	-4	-9	-6	-6	-9	-0.22043	0.03846	0.01526	0.00811	0.12158	-1.22424	0.00304	-0.11574	-0.12195	0.93428	-0.1868	-0.05289	0.85526	-0.88223	-1.15725	-0.18005	0.05212	-2.01735	0.53424	0.17495	0.15511	-0.84454	-1.22277	-0.77966	-0.67677	-0.25253	-0.59596	-0.14094
16	58	29	410	1233.233493944524	1031	0.7003516887509635	3	0	-9	-7	-8	-2	-3	-6	-7	-0.28421	0.03644	0.03459	-0.01621	0.04255	-0.07903	0.26849	-0.12995	-0.10163	0.9363	-0.07208	0.00101	0.87652	-0.62741	-1.01484	-0.00796	0.09504	-1.59726	0.26864	0.42812	0.20345	-0.72054	-1.13119	-0.19661	0.42761	-0.26599	-0.21212	-0.09396
16	58	29	411	1234.5357468420368	967	0.8593398883339889	-10	-7	-8	9	-9	-4	-2	2	1	-0.33808	0.05162	0.06002	0.00608	0.02128	2.31361	0.57447	-0.27513	-0.06402	0.93832	-0.02437	0.07996	-0.65587	-0.33198	-0.82722	0.04692	0.15635	-1.2137	0.22708	0.55573	0.26388	-0.2547	-0.9206	0.95593	0.79125	0.13805	0.39731	-0.65101
16	58	29	413	1235.8379997395496	911	0.7202835564602778	-6	6	8	-3	-9	6	-1	-2	1	-0.35851	0.06478	0.03662	0.01216	0.154	2.38746	0.45593	-0.38071	-0.02947	0.93832	-0.04975	0.07895	-1.5697	0.11574	-0.5975	-0.16215	0.22993	-0.83321	0.63156	0.6185	0.36763	0.86565	-0.68238	1.24242	0.45455	0.14478	0.9798	-0.94966
16	58	29	415	1237.140252637062	995	0.7261290531634196	-4	-3	-4	-2	-4	-2	5	9	-6	-0.33746	0.03543	-0.01628	0.03445	0.19453	-0.82675	-0.41236	-0.3665	0.02033	0.9363	-0.06802	0.05162	-0.21154	0.29543	-0.34177	-0.37005	0.30453	-0.2717	1.24284	0.57528	0.41496	1.74454	-0.51117	0.52203	-0.20202	-0.14815	1.27703	-0.1745
16	58	29	417	1238.4425055345748	939	0.7559837845490028	5	1	-8	-4	-3	-3	-8	5	-3	-0.28359	0.01518	-0.04069	0.09422	0.05572	-2.51796	-0.94428	-0.27919	0.02846	0.9363	-0.05584	0.09413	0.87753	0.21015	-0.08233	-0.35314	0.34336	0.7096	1.71717	0.40342	0.38273	1.23372	-0.46278	-0.34576	-0.48148	0.09091	0.69024	0.82886
16	58	29	419	1239.7447584320876	912	0.8562642356535242	-1	2	7	-3	0	6	-6	-7	1	-0.21424	0.03239	-0.01526	0.13678	-0.00709	-0.4772	-0.06079	-0.15127	-0.02439	0.93529	0.00406	0.12854	-0.05364	0.42437	0.16164	-0.28351	0.35971	1.55932	1.93804	0.41268	0.38173	-0.08714	-0.51861	-0.57627	-0.31987	0.47811	-0.64983	0.51007
